cluster1_train,cluster1_validation,cluster1_test,cluster2_train,cluster2_validation,cluster2_test,cluster3_train,cluster3_validation,cluster3_test,clusterall_train,clusterall_validation,clusterall_test
113674,,,81831,,,9343,,,111690,,
12240,,,44395,,,9666,,,10876,,
46570,,,69589,,,95374,,,32128,,
41006,,,53966,,,38460,,,37694,,
393,,,82051,,,91649,,,670,,
11784,,,6378,,,37655,,,16159,,
119556,,,7673,,,5770,,,119392,,
114348,,,44645,,,96055,,,114235,,
17972,,,43306,,,53627,,,14053,,
51367,,,5101,,,92320,,,47491,,
94598,,,103543,,,66607,,,34832,,
91732,,,60422,,,61473,,,97651,,
77226,,,2127,,,1409,,,83859,,
36439,,,21828,,,80004,,,40712,,
116520,,,115103,,,85568,,,61020,,
7862,,,74386,,,8010,,,7137,,
100184,,,46454,,,30204,,,104992,,
55008,,,34875,,,51818,,,53998,,
11507,,,1093,,,34512,,,10045,,
54233,,,88432,,,64142,,,59020,,
84698,,,4981,,,32877,,,83098,,
100025,,,119315,,,7011,,,101347,,
97535,,,47429,,,93551,,,98642,,
55347,,,42620,,,107079,,,53745,,
12210,,,6148,,,4728,,,17060,,
51134,,,67898,,,71189,,,68387,,
6288,,,39700,,,92130,,,6014,,
36184,,,56271,,,53945,,,29211,,
41478,,,16387,,,91190,,,44103,,
6899,,,98807,,,91871,,,4798,,
57869,,,15422,,,33179,,,58674,,
75602,,,10614,,,90657,,,73308,,
80796,,,63975,,,72175,,,84687,,
68692,,,105685,,,111237,,,37281,,
92878,,,72117,,,103762,,,90174,,
108345,,,112859,,,29570,,,106814,,
46826,,,102795,,,104652,,,40306,,
99979,,,1055,,,40497,,,52073,,
93082,,,77834,,,36329,,,90556,,
118918,,,17527,,,13172,,,119536,,
80350,,,92988,,,6034,,,16538,,
101589,,,63902,,,95620,,,103036,,
23825,,,34265,,,33637,,,66196,,
77919,,,104007,,,14998,,,77713,,
83065,,,25881,,,91685,,,86905,,
29588,,,64313,,,98709,,,33577,,
18403,,,49533,,,20389,,,19703,,
33399,,,42315,,,91456,,,26876,,
11998,,,33568,,,9651,,,9437,,
117113,,,107007,,,117243,,,117593,,
13832,,,84950,,,10330,,,13828,,
62269,,,42471,,,101213,,,61801,,
115018,,,24442,,,58656,,,114309,,
63923,,,12895,,,22890,,,61527,,
7546,,,87129,,,62788,,,9187,,
91240,,,56852,,,47760,,,28664,,
110787,,,84797,,,6836,,,50056,,
111824,,,48700,,,120316,,,111256,,
85105,,,119561,,,36527,,,89589,,
14846,,,46198,,,107366,,,16323,,
35887,,,13957,,,21303,,,25138,,
93845,,,29626,,,53658,,,87496,,
72467,,,108311,,,113964,,,81121,,
69760,,,118077,,,56419,,,6010,,
87913,,,54618,,,100709,,,92426,,
42893,,,54900,,,77931,,,38411,,
93411,,,115512,,,10277,,,101149,,
91787,,,32437,,,37329,,,89570,,
72504,,,110315,,,69246,,,73387,,
79217,,,67944,,,23590,,,78230,,
69901,,,19484,,,1212,,,85104,,
65851,,,5595,,,63751,,,66157,,
46456,,,45861,,,41048,,,41591,,
24730,,,41949,,,64028,,,19220,,
102183,,,59592,,,47464,,,50545,,
20644,,,116828,,,89291,,,20688,,
31461,,,24795,,,46295,,,34739,,
79264,,,25334,,,56222,,,76859,,
104145,,,102110,,,55549,,,55712,,
77051,,,27514,,,8350,,,80381,,
118819,,,67950,,,37478,,,118862,,
30170,,,85373,,,114900,,,68770,,
55012,,,15501,,,27963,,,52690,,
78448,,,41651,,,108678,,,78374,,
108148,,,96248,,,73372,,,108660,,
78162,,,94103,,,37147,,,68607,,
97192,,,32483,,,58599,,,97860,,
78176,,,49079,,,110417,,,77575,,
12523,,,30404,,,77114,,,108585,,
14409,,,25598,,,68132,,,13425,,
14204,,,44976,,,71672,,,19290,,
75527,,,8111,,,6365,,,82755,,
53605,,,84620,,,59620,,,46491,,
85431,,,6517,,,109608,,,85151,,
87825,,,74763,,,112773,,,89478,,
115078,,,73119,,,79030,,,115333,,
15981,,,79081,,,113875,,,30920,,
3891,,,48366,,,57298,,,2898,,
83399,,,7479,,,110092,,,88234,,
38258,,,77300,,,104318,,,48249,,
3896,,,76710,,,86422,,,7815,,
61368,,,115082,,,74603,,,57232,,
72239,,,104593,,,69721,,,69930,,
49857,,,1234,,,47773,,,49809,,
80272,,,18498,,,78589,,,84670,,
62700,,,13593,,,38482,,,47289,,
56365,,,18302,,,67773,,,47144,,
44324,,,72499,,,38341,,,40159,,
89819,,,1425,,,89243,,,90511,,
18173,,,3235,,,3929,,,15104,,
51810,,,6849,,,5355,,,62758,,
18826,,,104094,,,97038,,,21346,,
36704,,,16135,,,120532,,,33297,,
99165,,,56914,,,5301,,,100398,,
25137,,,96275,,,104992,,,33239,,
93917,,,34526,,,82198,,,93555,,
8579,,,49606,,,36363,,,13581,,
68823,,,54719,,,20244,,,78456,,
67232,,,66018,,,119093,,,68885,,
40151,,,46122,,,81255,,,43444,,
70872,,,101300,,,72925,,,51396,,
36835,,,35152,,,27810,,,39556,,
19816,,,84814,,,38370,,,14927,,
44365,,,21004,,,118051,,,55775,,
63839,,,11134,,,33645,,,65134,,
49932,,,107910,,,76548,,,44315,,
97778,,,54621,,,5190,,,97833,,
102008,,,89319,,,25833,,,107301,,
63287,,,73143,,,73703,,,60978,,
20650,,,19510,,,60648,,,18304,,
88341,,,39243,,,57287,,,81950,,
45884,,,104494,,,63207,,,39552,,
2300,,,43841,,,1533,,,1304,,
37866,,,1997,,,55724,,,30205,,
20899,,,80857,,,64740,,,27506,,
77727,,,56430,,,106978,,,80899,,
112010,,,4613,,,16561,,,111154,,
20670,,,102220,,,107678,,,37951,,
72794,,,3165,,,66120,,,70464,,
23944,,,76110,,,87136,,,26274,,
79471,,,11752,,,19474,,,50819,,
75003,,,58866,,,71861,,,77451,,
62715,,,119597,,,86579,,,82223,,
18445,,,118343,,,704,,,21781,,
45981,,,75596,,,113096,,,78164,,
22465,,,108365,,,51608,,,31178,,
2987,,,107242,,,120071,,,2851,,
54063,,,91444,,,81468,,,3063,,
72409,,,50649,,,33039,,,81100,,
109898,,,18748,,,101256,,,108047,,
25245,,,116841,,,40122,,,36922,,
120135,,,105053,,,111626,,,120040,,
114215,,,16132,,,7769,,,28707,,
79047,,,17430,,,80587,,,69379,,
84604,,,63240,,,92502,,,88576,,
9779,,,10135,,,45571,,,7861,,
11601,,,60718,,,72166,,,64632,,
85771,,,39388,,,71370,,,85793,,
46792,,,77963,,,50783,,,41034,,
10092,,,85644,,,46182,,,12061,,
23506,,,116729,,,107086,,,19726,,
117655,,,28864,,,67514,,,117276,,
42803,,,67688,,,8887,,,49611,,
114684,,,109259,,,114301,,,115600,,
90600,,,10246,,,5421,,,83429,,
79866,,,67252,,,76095,,,78788,,
107617,,,117462,,,88087,,,108417,,
15756,,,35465,,,64499,,,13816,,
17718,,,77887,,,8907,,,76498,,
80720,,,84032,,,97521,,,80710,,
45178,,,90152,,,90321,,,48787,,
96848,,,114872,,,45390,,,97861,,
118209,,,99750,,,97119,,,118723,,
74729,,,68868,,,72085,,,84724,,
94838,,,104931,,,91454,,,95118,,
48623,,,86507,,,109630,,,54536,,
40902,,,76243,,,6579,,,63943,,
24265,,,9823,,,72815,,,28615,,
11089,,,48824,,,63306,,,9457,,
101641,,,45496,,,118824,,,102422,,
58956,,,104619,,,116583,,,60375,,
98997,,,86547,,,98724,,,99709,,
6552,,,55979,,,50332,,,10993,,
52957,,,78532,,,88176,,,91621,,
48586,,,116272,,,117995,,,66397,,
7340,,,112840,,,32880,,,17756,,
71940,,,92129,,,97660,,,80883,,
86008,,,39901,,,54747,,,61528,,
42247,,,71378,,,20273,,,76600,,
96207,,,45409,,,49478,,,96696,,
12779,,,40105,,,106344,,,11520,,
91598,,,53322,,,113398,,,37308,,
116047,,,89402,,,9979,,,115612,,
51244,,,56997,,,43395,,,62261,,
48175,,,119584,,,72386,,,44992,,
42662,,,120164,,,68390,,,49391,,
43129,,,84425,,,85815,,,39512,,
64463,,,1387,,,61883,,,66593,,
81691,,,57051,,,106198,,,81875,,
46313,,,70057,,,19156,,,56961,,
50643,,,12889,,,91083,,,47308,,
25671,,,93049,,,21252,,,20760,,
27464,,,118920,,,38942,,,24426,,
87702,,,107613,,,92955,,,87197,,
99586,,,68396,,,46265,,,93122,,
100073,,,83456,,,20586,,,97637,,
24360,,,57544,,,6889,,,19610,,
80984,,,119641,,,23473,,,81046,,
69489,,,69624,,,27657,,,72384,,
98982,,,113575,,,115485,,,101335,,
73423,,,67386,,,11627,,,81557,,
56301,,,118505,,,70126,,,6366,,
58050,,,96732,,,68147,,,53484,,
120617,,,33730,,,51679,,,120671,,
87166,,,43531,,,84995,,,90207,,
42954,,,108949,,,27413,,,38240,,
6053,,,67707,,,11687,,,48069,,
115215,,,48747,,,89225,,,115989,,
63165,,,82397,,,65028,,,64479,,
98629,,,110590,,,85061,,,91739,,
103328,,,37279,,,101773,,,104267,,
58755,,,102680,,,80202,,,53413,,
45518,,,52763,,,19726,,,49501,,
77298,,,112276,,,114927,,,85757,,
69142,,,113569,,,73343,,,68293,,
91021,,,49799,,,46122,,,97318,,
43924,,,91355,,,34391,,,37174,,
89739,,,112605,,,87518,,,90333,,
107749,,,30947,,,84237,,,17342,,
81542,,,90125,,,29059,,,77551,,
1978,,,100312,,,95469,,,3196,,
15478,,,18877,,,108665,,,73477,,
93598,,,56307,,,78706,,,96377,,
36545,,,80141,,,30505,,,31059,,
4233,,,34861,,,7754,,,4781,,
30131,,,40631,,,47325,,,25040,,
80999,,,96609,,,32680,,,82976,,
42369,,,69587,,,31708,,,69944,,
63226,,,115248,,,33853,,,66306,,
6953,,,115864,,,5134,,,4684,,
91001,,,36584,,,32005,,,97210,,
21031,,,108946,,,49407,,,117168,,
79192,,,62989,,,72907,,,82346,,
52147,,,8159,,,108573,,,45277,,
40390,,,22290,,,38026,,,37280,,
98654,,,2678,,,13337,,,90680,,
16652,,,20581,,,12830,,,15336,,
18061,,,82918,,,76449,,,108709,,
38709,,,19428,,,7830,,,60958,,
19173,,,57002,,,92416,,,18686,,
89681,,,30234,,,54644,,,86824,,
63393,,,26402,,,96117,,,60288,,
23113,,,48729,,,20869,,,21763,,
33102,,,60758,,,31992,,,35763,,
21971,,,31323,,,45044,,,14491,,
16735,,,34750,,,12654,,,11823,,
85711,,,34547,,,113125,,,89791,,
4558,,,117528,,,56695,,,57596,,
11966,,,38251,,,84797,,,22195,,
67748,,,95434,,,57685,,,52153,,
21772,,,55073,,,64010,,,24753,,
53004,,,103252,,,49624,,,50157,,
41644,,,87509,,,79259,,,37592,,
110642,,,118481,,,38858,,,111471,,
114602,,,91391,,,39843,,,115261,,
38021,,,104724,,,109895,,,30084,,
25866,,,5127,,,103301,,,21487,,
41340,,,75444,,,36932,,,36388,,
85791,,,49947,,,40697,,,83962,,
13883,,,29258,,,23751,,,15494,,
40729,,,61923,,,12087,,,43803,,
113221,,,112127,,,113342,,,113493,,
84577,,,92732,,,80008,,,84655,,
84608,,,3754,,,113801,,,18136,,
102469,,,65482,,,5700,,,103445,,
43811,,,33910,,,64412,,,40592,,
65978,,,65148,,,46817,,,1035,,
99806,,,12155,,,108662,,,98434,,
77807,,,37411,,,103169,,,97954,,
23262,,,31767,,,29205,,,19571,,
58508,,,102665,,,42703,,,53017,,
45368,,,19113,,,98364,,,106071,,
22415,,,21526,,,15966,,,35196,,
49080,,,34284,,,56155,,,38727,,
111451,,,1211,,,738,,,112312,,
33412,,,64955,,,86155,,,38400,,
91231,,,84455,,,102910,,,84095,,
52429,,,119896,,,8865,,,71190,,
59304,,,119467,,,94520,,,54415,,
19497,,,29222,,,92084,,,14694,,
103908,,,70317,,,19384,,,99224,,
42337,,,110817,,,53282,,,94028,,
57411,,,92692,,,79632,,,58814,,
56918,,,33142,,,71234,,,69231,,
36710,,,65184,,,35071,,,31505,,
111598,,,45798,,,114604,,,110994,,
24397,,,69030,,,73647,,,33323,,
33274,,,8887,,,103815,,,26599,,
11581,,,90606,,,56672,,,9443,,
119750,,,101308,,,31379,,,119492,,
86680,,,74555,,,48597,,,90779,,
32277,,,55211,,,73804,,,40476,,
66317,,,45575,,,12843,,,62683,,
80574,,,119179,,,50563,,,82511,,
87138,,,42767,,,57654,,,67457,,
101316,,,71101,,,77302,,,104940,,
2421,,,58986,,,56964,,,98156,,
24114,,,12133,,,47182,,,20185,,
65791,,,15390,,,23859,,,41984,,
118291,,,96003,,,13661,,,118412,,
60522,,,19181,,,11770,,,60868,,
57827,,,96167,,,69987,,,99282,,
80738,,,100438,,,55537,,,94956,,
47180,,,27751,,,30410,,,47350,,
61025,,,12964,,,109785,,,2876,,
95966,,,40338,,,98775,,,86355,,
60253,,,111451,,,33771,,,55596,,
82483,,,105671,,,41841,,,75926,,
83359,,,42376,,,96106,,,71358,,
14644,,,92458,,,73160,,,15564,,
96852,,,96701,,,96660,,,93445,,
99666,,,91680,,,5192,,,101115,,
72655,,,76415,,,65876,,,70183,,
63189,,,24854,,,81920,,,62814,,
107230,,,49999,,,36954,,,104519,,
110428,,,44518,,,60843,,,111211,,
30381,,,55442,,,47820,,,47338,,
29014,,,118658,,,23530,,,23534,,
101408,,,36038,,,56676,,,99136,,
98330,,,108905,,,80693,,,98451,,
117721,,,108286,,,102000,,,116769,,
54174,,,31398,,,51732,,,54988,,
40502,,,84346,,,39341,,,36930,,
7239,,,15063,,,39621,,,53403,,
102243,,,43870,,,58699,,,89531,,
29841,,,64518,,,26253,,,51863,,
13394,,,115077,,,75036,,,15013,,
2131,,,119033,,,2149,,,1660,,
96720,,,45786,,,51737,,,22825,,
79154,,,77354,,,25493,,,103653,,
49780,,,17354,,,20619,,,36304,,
83960,,,66009,,,101501,,,83764,,
7653,,,114790,,,116974,,,12237,,
25796,,,82829,,,93084,,,34377,,
91020,,,107586,,,47243,,,25148,,
65630,,,114225,,,47440,,,68797,,
50134,,,34648,,,53382,,,45759,,
78748,,,15434,,,93518,,,76607,,
46906,,,119114,,,28103,,,41794,,
18655,,,100849,,,56900,,,21199,,
40623,,,42739,,,45542,,,32932,,
5502,,,103529,,,39353,,,8232,,
41992,,,119524,,,118081,,,29956,,
59408,,,78756,,,110955,,,64317,,
70686,,,31565,,,44034,,,68513,,
27935,,,88644,,,94053,,,47056,,
7730,,,26436,,,7460,,,6605,,
72672,,,85076,,,74558,,,65691,,
71756,,,43512,,,32008,,,89903,,
80768,,,66999,,,69558,,,84927,,
27958,,,17595,,,27210,,,19197,,
100168,,,26657,,,96829,,,101817,,
91647,,,43297,,,41052,,,88441,,
55318,,,51541,,,87309,,,49492,,
75785,,,16122,,,7061,,,86286,,
37255,,,73487,,,28282,,,27991,,
79741,,,16096,,,109294,,,79886,,
3812,,,17966,,,28510,,,1970,,
9442,,,103822,,,27540,,,110940,,
101093,,,8528,,,117246,,,100198,,
99659,,,119191,,,49693,,,93170,,
5357,,,84922,,,18354,,,3455,,
70438,,,38921,,,38012,,,61444,,
57084,,,114751,,,31620,,,62207,,
31807,,,106164,,,49195,,,39347,,
72728,,,5543,,,374,,,74866,,
63658,,,43538,,,19333,,,63961,,
47460,,,100837,,,58776,,,38788,,
8108,,,26012,,,38126,,,12210,,
5822,,,55319,,,30113,,,10411,,
17365,,,25882,,,106547,,,45453,,
4468,,,118866,,,3010,,,2492,,
60072,,,116659,,,46190,,,49934,,
92053,,,71105,,,78864,,,88484,,
113209,,,92390,,,34299,,,74133,,
60217,,,80179,,,106424,,,57644,,
29801,,,54245,,,45689,,,46799,,
69299,,,7953,,,62752,,,66969,,
85192,,,65260,,,84867,,,86784,,
98969,,,110033,,,120666,,,46719,,
119492,,,77832,,,113974,,,119285,,
47655,,,53114,,,55926,,,59947,,
104429,,,53274,,,13211,,,10340,,
71361,,,12162,,,99362,,,68409,,
92830,,,54707,,,49071,,,89991,,
62322,,,85780,,,46368,,,20294,,
27370,,,67932,,,120616,,,32131,,
73820,,,116567,,,93448,,,23461,,
104233,,,86760,,,55583,,,104549,,
30642,,,113300,,,115920,,,51124,,
118093,,,61180,,,88147,,,118022,,
12490,,,5252,,,74094,,,10032,,
116117,,,66507,,,80270,,,115854,,
31414,,,11429,,,102463,,,53844,,
83520,,,120071,,,79626,,,82217,,
46007,,,73778,,,3533,,,38938,,
48930,,,80614,,,90879,,,45193,,
10057,,,8390,,,2359,,,8023,,
118326,,,45671,,,74052,,,117464,,
61134,,,101155,,,78489,,,55153,,
40743,,,46209,,,108668,,,33462,,
20167,,,113394,,,23649,,,22599,,
39899,,,59211,,,28943,,,39958,,
40798,,,41390,,,77385,,,33519,,
72148,,,42550,,,66053,,,70784,,
6219,,,116649,,,95218,,,5348,,
19791,,,29817,,,74066,,,14689,,
100761,,,93285,,,93760,,,101985,,
111834,,,33130,,,41879,,,109681,,
117028,,,39503,,,3965,,,117431,,
30984,,,40902,,,30062,,,43479,,
77164,,,108035,,,113858,,,88095,,
20278,,,40532,,,29902,,,31586,,
73755,,,111592,,,90393,,,84262,,
16705,,,26954,,,15211,,,11701,,
78124,,,62163,,,111093,,,92532,,
57250,,,5342,,,4036,,,56822,,
48285,,,55907,,,72062,,,20739,,
108279,,,70213,,,112297,,,108829,,
2753,,,48031,,,112197,,,3258,,
48055,,,14846,,,72705,,,43757,,
70765,,,75968,,,112935,,,73163,,
62555,,,29730,,,42391,,,40117,,
4818,,,97589,,,12026,,,3355,,
20465,,,115420,,,30038,,,94258,,
120265,,,109678,,,120265,,,120340,,
42878,,,93032,,,69616,,,36244,,
114888,,,118944,,,52633,,,115188,,
44402,,,106822,,,48907,,,66569,,
112120,,,27890,,,99656,,,110552,,
67369,,,20380,,,65683,,,65393,,
709,,,8232,,,90140,,,48810,,
113182,,,89286,,,37622,,,112923,,
63687,,,635,,,82640,,,61641,,
26970,,,10655,,,93924,,,29978,,
22622,,,63227,,,61206,,,39740,,
67826,,,30612,,,20823,,,60056,,
15812,,,105203,,,100560,,,22172,,
104473,,,116877,,,2386,,,85244,,
96301,,,63653,,,98578,,,96732,,
44072,,,25772,,,59619,,,40056,,
89990,,,95843,,,103645,,,96237,,
1704,,,2514,,,62888,,,1454,,
29767,,,52379,,,2043,,,25079,,
84010,,,5000,,,95949,,,100540,,
114920,,,119303,,,13906,,,115504,,
35410,,,73902,,,92109,,,50274,,
5106,,,23177,,,23058,,,4559,,
45282,,,76652,,,84560,,,57664,,
111272,,,93124,,,23775,,,110467,,
107290,,,13707,,,100631,,,103522,,
68833,,,61260,,,63023,,,29391,,
60999,,,48201,,,50341,,,55121,,
3095,,,72282,,,51291,,,64758,,
114531,,,3914,,,92317,,,115152,,
24315,,,57374,,,34295,,,19647,,
57807,,,117958,,,119056,,,68320,,
13288,,,82544,,,99413,,,14571,,
117728,,,50619,,,76530,,,117508,,
36991,,,28693,,,38387,,,27851,,
21837,,,28839,,,34599,,,27674,,
31567,,,48454,,,99894,,,54385,,
41195,,,24690,,,61720,,,41130,,
5543,,,45347,,,22762,,,86005,,
104523,,,34194,,,103553,,,106573,,
70592,,,26399,,,52863,,,69603,,
37792,,,72153,,,30265,,,30499,,
29006,,,76782,,,59819,,,22323,,
39970,,,54148,,,61201,,,42893,,
49674,,,47359,,,61456,,,35265,,
66490,,,49602,,,4895,,,64033,,
44519,,,120109,,,43127,,,34584,,
98320,,,98764,,,107224,,,101355,,
34605,,,65794,,,9394,,,32405,,
103472,,,70951,,,39035,,,104925,,
71941,,,69031,,,61237,,,69002,,
41588,,,20242,,,34822,,,29533,,
106852,,,74823,,,1426,,,108394,,
29741,,,99464,,,39813,,,36689,,
45996,,,16763,,,24154,,,7340,,
63225,,,103384,,,91247,,,70210,,
53559,,,24206,,,68872,,,51653,,
26671,,,23136,,,93436,,,18231,,
31852,,,44871,,,32892,,,50086,,
64866,,,16578,,,15163,,,73799,,
74526,,,28500,,,34267,,,66891,,
84210,,,31917,,,77205,,,65244,,
59134,,,83190,,,56489,,,119546,,
113706,,,12373,,,19136,,,112438,,
25909,,,38658,,,14489,,,35113,,
31734,,,12943,,,84947,,,57853,,
16347,,,96786,,,70227,,,17334,,
33171,,,100398,,,108461,,,47946,,
69432,,,53634,,,22720,,,73367,,
119499,,,22722,,,82338,,,119153,,
102796,,,4926,,,8888,,,103465,,
7465,,,87649,,,107825,,,5882,,
12629,,,92731,,,6526,,,24492,,
63543,,,42294,,,99959,,,61539,,
91191,,,42340,,,106033,,,102965,,
108323,,,56858,,,24167,,,107636,,
13143,,,118041,,,11412,,,11637,,
65024,,,73764,,,49137,,,63086,,
47844,,,53055,,,18372,,,41701,,
37166,,,104293,,,22429,,,59973,,
71459,,,40857,,,27327,,,80557,,
32783,,,116980,,,79516,,,37489,,
112329,,,84177,,,30013,,,112968,,
64646,,,107543,,,113239,,,72727,,
32770,,,65998,,,99463,,,37410,,
55780,,,39868,,,13198,,,49520,,
25290,,,13937,,,57740,,,8853,,
56630,,,88059,,,40917,,,56039,,
7133,,,87225,,,119994,,,4384,,
22793,,,85415,,,57851,,,15376,,
85469,,,116389,,,117621,,,89693,,
47499,,,67234,,,100061,,,41603,,
41595,,,18500,,,120043,,,56766,,
91189,,,75649,,,45389,,,38276,,
26277,,,1985,,,1152,,,35490,,
29644,,,58265,,,47972,,,49790,,
27565,,,26176,,,99511,,,51875,,
56423,,,52753,,,54660,,,66361,,
16288,,,21906,,,86378,,,21593,,
69874,,,71340,,,73374,,,44220,,
92753,,,8055,,,89937,,,90823,,
6545,,,46335,,,35932,,,4511,,
45491,,,73444,,,104242,,,40681,,
5840,,,19894,,,71286,,,4006,,
63195,,,89778,,,120380,,,78438,,
93515,,,54209,,,88137,,,92178,,
47970,,,9567,,,36195,,,41009,,
83779,,,12255,,,98994,,,40799,,
95765,,,36262,,,19583,,,93213,,
95047,,,9777,,,34975,,,95372,,
12496,,,54863,,,107384,,,13780,,
30484,,,27894,,,119818,,,39130,,
55060,,,4849,,,16382,,,41607,,
10387,,,17538,,,16186,,,14338,,
112089,,,29718,,,8988,,,111344,,
2379,,,32754,,,12072,,,106947,,
36526,,,30197,,,16574,,,29416,,
11274,,,87824,,,13439,,,13032,,
4050,,,86255,,,26489,,,58109,,
67652,,,60789,,,653,,,69303,,
38897,,,96850,,,34048,,,34144,,
55418,,,19610,,,98391,,,49549,,
37925,,,96036,,,119653,,,61818,,
85423,,,55355,,,48800,,,84309,,
20698,,,28462,,,30092,,,18078,,
79006,,,83636,,,44665,,,82280,,
34837,,,57675,,,65962,,,49433,,
119074,,,13313,,,10624,,,118758,,
49715,,,38279,,,17119,,,44066,,
100599,,,69014,,,43394,,,101615,,
47241,,,40043,,,91536,,,43780,,
91224,,,116144,,,51467,,,92315,,
99739,,,15833,,,104240,,,100211,,
77856,,,116283,,,22195,,,51412,,
39136,,,42200,,,44035,,,36752,,
112777,,,63911,,,99211,,,112416,,
110537,,,101797,,,90869,,,113623,,
80482,,,12524,,,94325,,,80787,,
82592,,,54722,,,57609,,,10482,,
114577,,,41126,,,19173,,,111331,,
70618,,,41381,,,88373,,,73104,,
21190,,,118620,,,119716,,,33089,,
2608,,,4157,,,36332,,,2038,,
2378,,,114094,,,4124,,,1542,,
115372,,,99552,,,5536,,,115725,,
32059,,,114643,,,20565,,,28132,,
75461,,,32069,,,45964,,,75851,,
75229,,,3602,,,46723,,,85624,,
90712,,,20251,,,80079,,,80477,,
6120,,,23992,,,105565,,,8759,,
82472,,,84755,,,120279,,,80365,,
79270,,,79301,,,103682,,,19131,,
63019,,,15542,,,196,,,60799,,
110880,,,100583,,,20761,,,98881,,
69408,,,45705,,,15897,,,58042,,
103526,,,56548,,,39387,,,104622,,
110211,,,27861,,,39806,,,106383,,
105174,,,30754,,,55993,,,45419,,
115527,,,53231,,,65217,,,112959,,
105746,,,22999,,,66074,,,107245,,
95886,,,98900,,,40150,,,96840,,
11007,,,98248,,,45439,,,9604,,
20661,,,108433,,,114063,,,37065,,
85753,,,76324,,,27380,,,104308,,
66924,,,2284,,,1413,,,74737,,
19770,,,3200,,,30073,,,24068,,
47372,,,74040,,,9485,,,51053,,
18660,,,80980,,,14875,,,17097,,
10150,,,119434,,,59197,,,119583,,
56182,,,14335,,,45119,,,54775,,
86829,,,98986,,,57023,,,84375,,
97135,,,77496,,,87485,,,51209,,
35571,,,60989,,,113053,,,44691,,
86085,,,36092,,,55374,,,86509,,
76765,,,34151,,,50420,,,23583,,
112648,,,61897,,,120522,,,42368,,
9695,,,113361,,,58497,,,12020,,
41920,,,70922,,,106676,,,91808,,
12476,,,103451,,,94795,,,70239,,
118459,,,93575,,,56612,,,117743,,
22340,,,103274,,,23482,,,26731,,
96721,,,25728,,,75647,,,101696,,
73150,,,876,,,98153,,,71257,,
83686,,,37859,,,52216,,,60281,,
101551,,,47330,,,34911,,,105061,,
49213,,,119606,,,30979,,,47021,,
51270,,,7686,,,59142,,,48028,,
52126,,,94305,,,68311,,,44632,,
87806,,,98322,,,110208,,,89783,,
80856,,,7491,,,29202,,,72437,,
56686,,,92091,,,43168,,,62225,,
43061,,,20277,,,44195,,,36266,,
3494,,,16550,,,21220,,,5141,,
62598,,,65161,,,74134,,,54046,,
106347,,,85248,,,39158,,,106433,,
77441,,,64388,,,68500,,,84674,,
100739,,,92157,,,112121,,,8867,,
93644,,,33523,,,60049,,,106976,,
86388,,,49123,,,92517,,,84132,,
74269,,,74770,,,32442,,,73305,,
92739,,,52422,,,26435,,,84341,,
38975,,,10964,,,117021,,,62934,,
59601,,,102881,,,9746,,,59812,,
92973,,,26798,,,118715,,,85439,,
99956,,,32820,,,106016,,,99762,,
35245,,,40875,,,59679,,,29054,,
82766,,,42037,,,112356,,,81882,,
91902,,,29381,,,41831,,,76695,,
113205,,,77491,,,27016,,,113339,,
9847,,,83198,,,32051,,,7994,,
90444,,,76804,,,86955,,,90615,,
91572,,,25123,,,72573,,,93468,,
22659,,,68469,,,60514,,,17592,,
26341,,,24298,,,49133,,,19587,,
30575,,,70022,,,75162,,,42421,,
100535,,,88919,,,50960,,,98077,,
34413,,,104355,,,31462,,,42525,,
65330,,,70382,,,22535,,,65320,,
87561,,,2667,,,98135,,,85615,,
118305,,,30532,,,16431,,,118224,,
37388,,,84419,,,20281,,,30198,,
118402,,,93012,,,52759,,,118014,,
25772,,,72883,,,21479,,,23194,,
562,,,82618,,,54010,,,404,,
105577,,,9965,,,28716,,,100173,,
15924,,,9017,,,6544,,,22932,,
76042,,,106228,,,7572,,,74896,,
74074,,,71120,,,44134,,,71824,,
92939,,,102783,,,74908,,,83814,,
19843,,,110566,,,114781,,,36299,,
52959,,,78094,,,116983,,,57745,,
14325,,,38756,,,47931,,,17868,,
60996,,,6500,,,108804,,,58447,,
45050,,,63984,,,66845,,,38721,,
99668,,,114523,,,98790,,,100333,,
118162,,,44163,,,58777,,,116475,,
65231,,,75572,,,78040,,,66548,,
88867,,,22200,,,97076,,,82366,,
45149,,,48580,,,4935,,,39809,,
104643,,,36982,,,17434,,,105047,,
91354,,,105468,,,100407,,,74537,,
33372,,,14165,,,60922,,,51244,,
30022,,,44346,,,332,,,25178,,
60116,,,77538,,,53353,,,56915,,
66223,,,22279,,,100102,,,64575,,
85425,,,35291,,,62499,,,78273,,
71745,,,77790,,,86511,,,77313,,
35473,,,78794,,,6535,,,47202,,
67891,,,4622,,,3063,,,75135,,
91917,,,120374,,,100839,,,84992,,
44045,,,53565,,,9202,,,39310,,
107746,,,112058,,,114898,,,109004,,
49648,,,103861,,,44078,,,44188,,
29040,,,94975,,,95873,,,36791,,
73474,,,35293,,,88977,,,74784,,
48188,,,58489,,,77501,,,42158,,
49089,,,34291,,,43683,,,38969,,
55419,,,42986,,,70959,,,58469,,
22075,,,24827,,,19241,,,20130,,
18533,,,113762,,,31149,,,17432,,
1709,,,46713,,,74800,,,2571,,
